,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
10267,"[2019, 6, 12]","['Jones, Jenna K.', 'Evans, Bridie A.', 'Fegan, Greg', 'Ford, Simon', 'Guy, Katy', 'Jones, Sian', 'Keen, Leigh', 'Khanom, Ashrafunnesa', 'Longo, Mirella', 'Pallister, Ian', 'Rees, Nigel', 'Russell, Ian T.', 'Seagrove, Anne C.', 'Watkins, Alan', 'Snooks, Helen A.']",Pilot and Feasibility Studies,Rapid Analgesia for Prehospital hip Disruption (RAPID): findings from a randomised feasibility study,4,77
10268,"[2019, 6, 11]","['Jewell, Amelia', 'Pritchard, Megan', 'Barrett, Katherine', 'Green, Patrick', 'Markham, Sarah', 'McKenzie, Sharon', 'Oliver, Roger', 'Wan, Maria', 'Downs, Johnny', 'Stewart, Robert']",Research Involvement and Engagement,The Maudsley Biomedical Research Centre (BRC) data linkage service user and carer advisory group: creating and sustaining a successful patient and public involvement group to guide research in a complex area,7,31
10269,"[2019, 6]","['Miller, Caroline', 'Cross, Jane', 'Power, Dominic M', 'Kyte, Derek', 'Jerosch-Herold, Christina']",BMJ Open,Development of a core outcome set for traumatic brachial plexus injuries (COMBINE): study protocol,2,56
10270,"[2019, 6, 7]","['Cañadas, Inés C.', 'Groothuis, Daphne', 'Zygouropoulou, Maria', 'Rodrigues, Raquel', 'Minton, Nigel P.']",ACS Synthetic Biology,RiboCas: A Universal CRISPR-Based Editing Tool for <i>Clostridium</i>,27,43
10271,"[2019, 6, 2]","['Sultan, Alyshah Abdul', 'Muller, Sara', 'Whittle, Rebecca', 'Roddy, Edward', 'Mallen, Christian', 'Clarson, Lorna']",Canadian Medical Association Journal,"Venous thromboembolism in patients with gout and the impact of hospital admission, disease duration and urate-lowering therapy",7,0
10272,"[2019, 7]","['Kouriefs, C', 'Georgiades, F', 'Michaelides, M', 'Ioannides, K', 'Kouriefs, A', 'Grange, P']",The Annals of The Royal College of Surgeons of England,Percutaneous hook wire assistance during laparoscopic excision of an intrarenal mass,1,9
10273,"[2019, 8]","['Jarrett, Prudence', 'Meczner, Andras', 'Costeloe, Kate', 'Fleming, Paul']",Early Human Development,Historical aspects of probiotic use to prevent necrotising enterocolitis in preterm babies,8,88
10274,"[2019, 6]","['Abram, Simon G.F.', 'Beard, David J.', 'Hing, Caroline B.', 'Price, Andrew J.']",The Knee,Evidence update: A summary of new evidence to inform treatment decisions for patients with meniscal lesions,0,19
10275,"[2019, 5, 21]","['Watkins, Lance', 'O’Dwyer, Máire', 'Shankar, Rohit']",Expert Opinion on Pharmacotherapy,New anti-seizure medication for elderly epileptic patients,6,45
10276,"[2019, 5, 23]","['Cummins, Gemma', ""O'Donovan, Dominic"", 'Molyneux, Adam', 'Stacpoole, Sybil']",Muscle &amp; Nerve,Facial diplegia as the presenting symptom of inclusion body myositis,0,8
10277,"[2019, 5, 20]","['Boyd, Alexander', 'Newsome, Philip', 'Lu, Wei-Yu']",Expert Review of Gastroenterology &amp; Hepatology,The role of stem cells in liver injury and repair,10,100
10278,"[2019, 5, 14]","['McKay, Paul F', 'Cizmeci, Deniz', 'Aldon, Yoann', 'Maertzdorf, Jeroen', 'Weiner, January', 'Kaufmann, Stefan HE', 'Lewis, David JM', 'van den Berg, Robert A', 'Del Giudice, Giuseppe', 'Shattock, Robin J']",eLife,Identification of potential biomarkers of vaccine inflammation in mice,14,58
10279,"[2019, 3, 28]","['Kane, Georgina', 'Cash, Alex', 'Seehra, Jadbinder']",Journal of Orthodontics,Pre-eruptive coronal resorption of unerupted molar teeth in orthodontic patients,1,37
10280,"[2019, 5, 2]","['McPeake, J. M.', 'Henderson, P.', 'Darroch, G.', 'Iwashyna, T. J.', 'MacTavish, P.', 'Robinson, C.', 'Quasim, T.']",Critical Care,Social and economic problems of ICU survivors identified by a structured social welfare consultation,18,5
10281,"[2019, 5, 2]","['Solmi, Francesca', 'De Stavola, Bianca L.', 'Khandaker, Golam M.', 'Bulik, Cynthia M.', 'Dalman, Christina', 'Lewis, Glyn']",Psychological Medicine,Association between prenatal maternal infection and disordered eating behaviours in adolescence: a UK population-based prospective birth cohort study,0,61
10282,"[2019, 5]","['Truelove, Adam', 'Mulay, Akhilesh', 'Prapa, Matina', 'Casey, Ruth T.', 'Adler, Amanda I.', 'Offiah, Amaka C.', 'Poole, Kenneth E. S.', 'Trotman, Jamie', 'Al Hasso, Namir', 'Park, Soo‐Mi']",American Journal of Medical Genetics Part A,"Identification of novel pathogenic variants and features in patients with pseudohypoparathyroidism and acrodysostosis, subtypes of the newly classified inactivating PTH/PTHrP signaling disorders",0,23
10283,"[2019, 4, 1]","['Abid, Muhammad Bilal', 'Mughal, Mustafa', 'Babbra, Ranjeet', 'Abid, Muhammad Abbas', 'Blesing, Norbert', 'Anwer, Saiyed']",Asian Pacific Journal of Cancer Prevention,Small Centers with Big Ventures: Autologous Stem Cell Transplantation Survival Data,0,0
10284,"[2019, 6, 20]","['Pan, Shan', 'Yu, Huixin', 'Surti, Ayesha', 'Cheng, Iek', 'Marks, Stephen D.', 'Brogan, Paul A.', 'Eleftheriou, Despina', 'Standing, Joseph F.']",British Journal of Clinical Pharmacology,Pharmacodynamics of rituximab on B lymphocytes in paediatric patients with autoimmune diseases,4,24
10285,"[2019, 4, 26]","['Mellody, K.T.', 'Ozols, M.', 'Watson, R.E.B.']",British Journal of Dermatology,The role of fibroblasts in the pathogenesis of linear morphoea: targeting the secretome,0,11
10286,"[2019, 4, 25]","['Vinturache, Angela', 'Winn, Anika', 'Mannion, Cynthia', 'Tough, Suzanne']",BMC Pregnancy and Childbirth,"Women’s recall of health care provider counselling on gestational weight gain (GWG): a prospective, population-based study",8,48
10287,"[2019, 4, 22]","['Mebrahtu, Teumzghi F', 'Morgan, Ann W', 'Keeley, Adam', 'Baxter, Paul D', 'Stewart, Paul M', 'Pujades-Rodriguez, Mar']",The Journal of Clinical Endocrinology & Metabolism,Dose Dependency of Iatrogenic Glucocorticoid Excess and Adrenal Insufficiency and Mortality: A Cohort Study in England,22,30
10288,"[2019, 4, 19]","['Barnard, Ed B G', 'Sandbach, Daniel D', 'Nicholls, Tracy L', 'Wilson, Alastair W', 'Ercole, Ari']",Emergency Medicine Journal,Prehospital determinants of successful resuscitation after traumatic and non-traumatic out-of-hospital cardiac arrest,26,24
10289,"[2019, 4, 12]","['Liu, J.', 'Curtis, E. M.', 'Cooper, C.', 'Harvey, N. C.']",Journal of Endocrinological Investigation,State of the art in osteoporosis risk assessment and treatment,63,107
10290,"[2019, 7]","['Maddison, Paul', 'Sadalage, Girija', 'Ambrose, Philip Alexander', 'Jacob, Saiju', 'Vincent, Angela']",Journal of Neuroimmunology,False-positive acetylcholine receptor antibody results in patients without myasthenia gravis,5,25
10291,"[2019, 5]","['Taylor, Michelle D.', 'Han, Thang S.', 'Ward, Helen', 'Bradley, Clare']",Diabetes Research and Clinical Practice,Design and development of the Hypoglycaemia Symptom Rating Questionnaire (HypoSRQ),0,38
10292,"[2019, 4]","['Abdelrahman, N', 'Beresford, M W', 'Leone, V', 'NaN, NaN']",Lupus,Challenges of achieving clinical remission in a national cohort of juvenile-onset systemic lupus erythematosus patients,5,17
10293,"[2019, 6]","['Myall, Katherine J.', 'Kavanagh, Joanne E.', 'Birring, Surinder S.']",Pulmonary Pharmacology &amp; Therapeutics,Idiopathic pulmonary fibrosis-associated cough: Mechanisms and management,3,36
10294,"[2019, 5]","['Borumandi, F.', 'Daultrey, H.', 'Laji, K.', 'Bosman, D.', 'Ashford, N.', 'Alam, P.']",British Journal of Oral and Maxillofacial Surgery,Detectability and surgical outcomes in parathyroid surgery – a single-centre experience,7,25
10295,"[2019, 5]","['Rinaldi, Matthew', 'Ilzarbe, Daniel', 'Kyriakopoulos, Marinos']",Journal of Nervous &amp; Mental Disease,Hospital Admission for Severe Pediatric Dissociative Disorder,2,16
10296,"[2019, 5]","['Pope, Rebecca A.', 'Thompson, Pamela J.', 'Rantell, Khadija', 'Stretton, Jason', 'Wright, Mary-Anne', 'Foong, Jacqueline']",Epilepsy Research,Frontal lobe dysfunction as a predictor of depression and anxiety following temporal lobe epilepsy surgery,8,80
10297,"[2019, 3, 18]","['Patel, Prashanth', 'Gupta, Pankaj', 'Burns, Angela', 'Mohamed, Ali A.', 'Cole, Richard', 'Lane, Dan', 'Seidu, Samuel', 'Khunti, Kamlesh']",Diabetes Care,Biochemical Urine Testing of Adherence to Cardiovascular Medications Reveals High Rates of Nonadherence in People Attending Their Annual Review for Type 2 Diabetes,11,12
10298,"[2019, 4, 5]","['Thayakaran, R.', 'Perrins, M.', 'Gokhale, K. M.', 'Kumaran, S.', 'Narendran, P.', 'Price, M. J.', 'Nirantharakumar, K.', 'Toulis, K. A.']",Diabetic Medicine,Impact of glycaemic control on fracture risk in 5368 people with newly diagnosed Type 1 diabetes: a time‐dependent analysis,6,33
10299,"[2019, 5]","['Beshyah, Salem A.', 'Chowdhury, Tahseen A.', 'Ghouri, Nazim', 'Lakhdar, Abdulfattah A.']",Diabetes Research and Clinical Practice,Risk of diabetic ketoacidosis during Ramadan fasting: A critical reappraisal,14,48
10300,"[2019, 2, 26]","['Heavey, Susan', 'Costa, Helena', 'Pye, Hayley', 'Burt, Emma C.', 'Jenkinson, Sophia', 'Lewis, Georgina‐Rose', 'Bosshard‐Carter, Leticia', 'Watson, Fran', 'Jameson, Charles', 'Ratynska, Marzena', 'Ben‐Salha, Imen', 'Haider, Aiman', 'Johnston, Edward W.', 'Feber, Andrew', 'Shaw, Greg', 'Sridhar, Ashwin', 'Nathan, Senthil', 'Rajan, Prabhakar', 'Briggs, Timothy P.', 'Sooriakumaran, Prasanna', 'Kelly, John D.', 'Freeman, Alex', 'Whitaker, Hayley C.']",The Prostate,"PEOPLE: PatiEnt prOstate samPLes for rEsearch, a tissue collection pathway utilizing magnetic resonance imaging data to target tumor and benign tissue in fresh radical prostatectomy specimens",2,17
10301,"[2019, 4, 1]","['Iogna Prat, Laura', 'Roccarina, Davide', 'Lever, Robert', 'Lombardi, Rosa', 'Rodger, Alison', 'Hall, Andrew', 'Luong, Tu Vinh', 'Bhagani, Sanjay', 'Tsochatzis, Emmanuel A.']",JAIDS Journal of Acquired Immune Deficiency Syndromes,Etiology and Severity of Liver Disease in HIV-Positive Patients With Suspected NAFLD: Lessons From a Cohort With Available Liver Biopsies,9,37
10302,"[2019, 2, 21]","['Cevik, Muge', 'Russell, Clark D', 'Evans, Morgan']",Journal of Antimicrobial Chemotherapy,Comment on: Doxycycline in UK guidelines for hospital-acquired pneumonia: where is the evidence base?,1,9
10303,"[2019, 5]","['Baker, David', 'Pryce, Gareth', 'Herrod, Samuel S.', 'Schmierer, Klaus']",Multiple Sclerosis and Related Disorders,Potential mechanisms of action related to the efficacy and safety of cladribine,33,125
10304,"[2019, 2, 15]","['Hermez, L. A.', 'Spence, C. J.', 'Payton, M. J.', 'Nouraei, S. A. R.', 'Patel, A.', 'Barnes, T. H.']",Anaesthesia,A physiological study to determine the mechanism of carbon dioxide clearance during apnoea when using transnasal humidified rapid insufflation ventilatory exchange (THRIVE),48,48
10305,"[2019, 2, 1]","['Hexter, Adam', 'Hunter, Alistair']",Medical Teacher,Response to: Factors that influence medical student learning in the operating room: Medical students’ perspective,1,1
10306,"[2019, 1, 31]","['Treger, Taryn Dora', 'Chowdhury, Tanzina', 'Pritchard-Jones, Kathy', 'Behjati, Sam']",Nature Reviews Nephrology,The genetic changes of Wilms tumour,64,165
10307,"[2019, 1, 22]","['El-Ansari, Rokaya', 'Craze, Madeleine L.', 'Alfarsi, Lutfi', 'Soria, Daniele', 'Diez-Rodriguez, Maria', 'Nolan, Christopher C.', 'Ellis, Ian O.', 'Rakha, Emad A.', 'Green, Andrew R.']",Breast Cancer Research and Treatment,The combined expression of solute carriers is associated with a poor prognosis in highly proliferative ER+ breast cancer,12,60
10308,"[2018, 12, 18]","['Maxted, Andrew P.', 'Dalrymple, Rebecca A.', 'Chisholm, Denise', 'McColl, John', 'Tse, Yincent', 'Christian, Martin T.', 'Reynolds, Ben C.']",Pediatric Nephrology,Low-dose rituximab is no less effective for nephrotic syndrome measured by 12-month outcome,10,32
10309,"[2019, 4]","['Gariépy, Geneviève', 'Doré, Isabelle', 'Whitehead, Ross D.', 'Elgar, Frank J.']",Sleep Medicine,More than just sleeping in: a late timing of sleep is associated with health problems and unhealthy behaviours in adolescents,19,67
10310,"[2019, 5]","['Nyberg, Tommy', 'Govindasami, Koveela', 'Leslie, Goska', 'Dadaev, Tokhir', 'Bancroft, Elizabeth', 'Ni Raghallaigh, Holly', 'Brook, Mark N.', 'Hussain, Nafisa', 'Keating, Diana', 'Lee, Andrew', 'McMahon, Romayne', 'Morgan, Angela', 'Mullen, Andrea', 'Osborne, Andrea', 'Rageevakumar, Reshma', 'Kote-Jarai, Zsofia', 'Eeles, Rosalind', 'Antoniou, Antonis C.']",European Urology,Homeobox B13 G84E Mutation and Prostate Cancer Risk,14,44
10311,"[2018, 11, 20]","['Martiello, Michele Arcangelo', 'Boncompagni, Giuseppe', 'Lacangellera, Davide', 'Corlito, Giuseppe']",Social Psychiatry and Psychiatric Epidemiology,Risk factors for suicide in rural Italy: a case–control study,4,45
10312,"[2019, 4]","['Ghazal, Heba', 'Ahmadouk, Judy', 'Dhanji, Sumayya', 'El-bushra, Amani', 'Kayyali, Reem', 'ElShaer, Amr']",Contact Lens and Anterior Eye,Patients’ and prescribers’ perception of contact lenses as a potential ocular drug delivery system,4,25
10313,"[2019, 4]","['Vowles, Kevin E.', 'Sowden, Gail', 'Hickman, Jayne', 'Ashworth, Julie']",Behaviour Research and Therapy,An analysis of within-treatment change trajectories in valued activity in relation to treatment outcomes following interdisciplinary Acceptance and Commitment Therapy for adults with chronic pain,7,69
10314,"[2018, 10, 24]","['Popkirov, Stoyan', 'Hoeritzauer, Ingrid', 'Colvin, Lesley', 'Carson, Alan J', 'Stone, Jon']","Journal of Neurology, Neurosurgery &amp; Psychiatry",Complex regional pain syndrome and functional neurological disorders – time for reconciliation,41,55
10315,"[2018, 5, 4]","['Farooq, Saeed', 'Green, Debra J.', 'Singh, Swaran P.']",Early Intervention in Psychiatry,Sharing information about diagnosis and outcome of first‐episode psychosis in patients presenting to early intervention services,1,13
10316,"[2019, 9]","['Vaz, Sofia', 'Usmani, Sharjeel', 'Gnanasegaran, Gopinath', 'Van den Wyngaert, Tim']",The Quarterly Journal of Nuclear Medicine and Molecular Imaging,Molecular imaging of bone metastases using bone targeted tracers,2,100
10317,"[2019, 6, 3]","['Li, Zhaoyi', 'Jin, Huimin', 'Yan, Qingying', 'Sun, Leitao', 'Wasan, Harpreet S.', 'Shen, Minhe', 'Ruan, Shanming']",Evidence-Based Complementary and Alternative Medicine,The Method of Activating Blood and Dredging Collaterals for Reducing Chemotherapy-Induced Peripheral Neuropathy: A Systematic Review and Meta-Analysis,2,45
10318,"[2019, 6, 25]","['Griffiths, Robert', 'Mansell, Warren', 'Carey, Timothy A.', 'Edge, Dawn', 'Emsley, Richard', 'Tai, Sara J.']",Journal of Clinical Psychology,Method of levels therapy for first‐episode psychosis: The feasibility randomized controlled Next Level trial,5,46
10319,"[2019, 9]","['Azzopardi, S.', 'Lowe, D.', 'Rogers, S.']",British Journal of Oral and Maxillofacial Surgery,Audit of the rates of re-excision for close or involved margins in the management of oral cancer,3,10
10320,"[2019, 10]","['Dillon, John F.', 'Miller, Michael H.', 'Robinson, Emma M.', 'Hapca, Adrian', 'Rezaeihemami, Mohsen', 'Weatherburn, Christopher', 'McIntyre, Paul G.', 'Bartlett, Bill', 'Donnan, Peter T.', 'Boyd, Kathleen A.', 'Dow, Ellie']",Journal of Hepatology,Intelligent liver function testing (iLFT): A trial of automated diagnosis and staging of liver disease in primary care,18,37
10321,"[2019, 7]","['Clark, Richard E', 'Polydoros, Fotios', 'Apperley, Jane F', 'Milojkovic, Dragana', 'Rothwell, Katherine', 'Pocock, Christopher', 'Byrne, Jennifer', 'de Lavallade, Hugues', 'Osborne, Wendy', 'Robinson, Lisa', ""O'Brien, Stephen G"", 'Read, Lucy', 'Foroni, Letizia', 'Copland, Mhairi']",The Lancet Haematology,"De-escalation of tyrosine kinase inhibitor therapy before complete treatment discontinuation in patients with chronic myeloid leukaemia (DESTINY): a non-randomised, phase 2 trial",72,21
10322,"[2019, 9]","['Blackman, Graham', 'Cherfi, Yasmine', 'Morrin, Hamilton', 'Ellis, Cathy M.', 'Bashford, James', 'Ruths, Florian', 'David, Anthony S.']",Psychosomatics,The Association Between Benign Fasciculations and Health Anxiety: A Report of Two Cases and a Systematic Review of the Literature,4,43
10323,"[2019, 7]","['Shamash, Jonathan', 'Syed, Rizwan', 'Sarker, Shah-Jalal', 'Sarwar, Naveed', 'Sharma, Anand', 'Mutsvangwa, Katherine', 'Coetzee, Carike', 'Wilson, Peter', 'Rustin, Gordon J.']",European Journal of Cancer,A phase II study of carboplatin AUC-10 guided by positron emission tomography–defined metabolic response in metastatic seminoma,6,13
10324,"[2019, 5, 26]","['Czuber‐Dochan, W.', 'Morgan, M.', 'Hughes, L. D.', 'Lomer, M. C. E.', 'Lindsay, J. O.', 'Whelan, K.']",Journal of Human Nutrition and Dietetics,"Perceptions and psychosocial impact of food, nutrition, eating and drinking in people with inflammatory bowel disease: a qualitative investigation of food‐related quality of life",26,55
10325,"[2020, 11]","['Cooper, Ruth E.', 'Laxhman, Neelam', 'Crellin, Nadia', 'Moncrieff, Joanna', 'Priebe, Stefan']",Schizophrenia Research,Psychosocial interventions for people with schizophrenia or psychosis on minimal or no antipsychotic medication: A systematic review,13,82
10326,"[2019, 5, 23]","['Martin, Sarah-Jane', 'McGlasson, Sarah', 'Hunt, David', 'Overell, James']","Journal of Neurology, Neurosurgery &amp; Psychiatry",Cerebrospinal fluid neurofilament light chain in multiple sclerosis and its subtypes: a meta-analysis of case–control studies,28,49
10327,"[2019, 10]","['Leckenby, Jonathan I.', 'Chacon, Miranda A.', 'Grobbelaar, Adriaan O.', 'Lichtman, Jeff W.']",Journal of Surgical Research,Imaging Peripheral Nerve Regeneration: A New Technique for 3D Visualization of Axonal Behavior,9,27
10328,"[2019, 5, 7]","['Afaq, Saima', 'Kooner, Angad S.', 'Loh, Marie', 'Kooner, Jaspal S.', 'Chambers, John C.']",PLOS ONE,Contribution of lower physical activity levels to higher risk of insulin resistance and associated metabolic disturbances in South Asians compared to Europeans,2,45
