PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30775014","Synthesising quantitative evidence in systematic reviews of complex health interventions","Higgins JPT, López-López JA, Becker BJ, Davies SR, Dawson S, Grimshaw JM, McGuinness LA, Moore THM, Rehfuess EA, Thomas J, Caldwell DM.","BMJ Glob Health. 2019 Jan 25;4(Suppl 1):e000858. doi: 10.1136/bmjgh-2018-000858. eCollection 2019.","Higgins JPT","BMJ Glob Health","2019","2019/02/19","PMC6350707","","10.1136/bmjgh-2018-000858"
"30772121","Design errors in vital sign charts used in consultant-led maternity units in the United Kingdom","Isaacs R, Smith G, Gale-Andrews L, Wee M, van Teijlingen E, Bick D, Hundley V; Modified Obstetric Early Warning Systems (MObs) Research Group.","Int J Obstet Anesth. 2019 Aug;39:60-67. doi: 10.1016/j.ijoa.2019.01.001. Epub 2019 Jan 8.","Isaacs R","Int J Obstet Anesth","2019","2019/02/18","","","10.1016/j.ijoa.2019.01.001"
"30770575","Measurement of synovial tissue volume in knee osteoarthritis using a semiautomated MRI-based quantitative approach","Perry TA, Gait A, O'Neill TW, Parkes MJ, Hodgson R, Callaghan MJ, Arden NK, Felson DT, Cootes TF.","Magn Reson Med. 2019 May;81(5):3056-3064. doi: 10.1002/mrm.27633. Epub 2019 Feb 15.","Perry TA","Magn Reson Med","2019","2019/02/17","PMC6686166","","10.1002/mrm.27633"
"30745097","Lower limb ischemic preconditioning combined with dietary nitrate supplementation does not influence time-trial performance in well-trained cyclists","McIlvenna LC, Muggeridge DJ, Forrest Nee Whyte LJ, Monaghan C, Liddle L, Burleigh MC, Sculthorpe N, Fernandez BO, Feelisch M, Easton C.","J Sci Med Sport. 2019 Jul;22(7):852-857. doi: 10.1016/j.jsams.2019.01.011. Epub 2019 Jan 26.","McIlvenna LC","J Sci Med Sport","2019","2019/02/13","","","10.1016/j.jsams.2019.01.011"
"30734472","De novo DDX3X missense variants in males appear viable and contribute to syndromic intellectual disability","Nicola P, Blackburn PR, Rasmussen KJ, Bertsch NL, Klee EW, Hasadsri L, Pichurin PN, Rankin J, Raymond FL; DDD Study, Clayton-Smith J.","Am J Med Genet A. 2019 Apr;179(4):570-578. doi: 10.1002/ajmg.a.61061. Epub 2019 Feb 7.","Nicola P","Am J Med Genet A","2019","2019/02/09","","","10.1002/ajmg.a.61061"
"30730031","Wearable technology-based metrics for predicting operator performance during cardiac catheterisation","Currie J, Bond RR, McCullagh P, Black P, Finlay DD, Gallagher S, Kearney P, Peace A, Stoyanov D, Bicknell CD, Leslie S, Gallagher AG.","Int J Comput Assist Radiol Surg. 2019 Apr;14(4):645-657. doi: 10.1007/s11548-019-01918-0. Epub 2019 Feb 7.","Currie J","Int J Comput Assist Radiol Surg","2019","2019/02/08","PMC6420895","","10.1007/s11548-019-01918-0"
"30714609","Evidence-Based Medicine and Clinical Practice: the first Italian attempt to define the appropriateness of rehabilitation admission criteria through the application of the Delphi method","Rodà F, Bevilacqua L, Merlo A, Prestini L, Brianti R, Lombardi F, Auxilia F, Castaldi S.","Ann Ig. 2019 Mar-Apr;31(2):117-129. doi: 10.7416/ai.2019.2264.","Rodà F","Ann Ig","2019","2019/02/05","","","10.7416/ai.2019.2264"
"30709744","Antimicrobial susceptibility testing (AST) and associated clinical outcomes in individuals with cystic fibrosis: A systematic review","Somayaji R, Parkins MD, Shah A, Martiniano SL, Tunney MM, Kahle JS, Waters VJ, Elborn JS, Bell SC, Flume PA, VanDevanter DR; Antimicrobial Resistance in Cystic Fibrosis InternationalWorking Group.","J Cyst Fibros. 2019 Mar;18(2):236-243. doi: 10.1016/j.jcf.2019.01.008. Epub 2019 Jan 30.","Somayaji R","J Cyst Fibros","2019","2019/02/03","","","10.1016/j.jcf.2019.01.008"
"30704406","Recognition of aerosol transmission of infectious agents: a commentary","Tellier R, Li Y, Cowling BJ, Tang JW.","BMC Infect Dis. 2019 Jan 31;19(1):101. doi: 10.1186/s12879-019-3707-y.","Tellier R","BMC Infect Dis","2019","2019/02/02","PMC6357359","","10.1186/s12879-019-3707-y"
"30679297","Impact of surgical site infection (SSI) following gynaecological cancer surgery in the UK: a trainee-led multicentre audit and service evaluation","O'Donnell RL, Angelopoulos G, Beirne JP, Biliatis I, Bolton H, Bradbury M, Craig E, Gajjar K, Mackintosh ML, MacNab W, Madhuri TK, McComiskey M, Myriokefalitaki E, Newton CL, Ratnavelu N, Taylor SE, Thangavelu A, Rhodes SA, Crosbie EJ, Edmondson RJ, Wan YL.","BMJ Open. 2019 Jan 24;9(1):e024853. doi: 10.1136/bmjopen-2018-024853.","O'Donnell RL","BMJ Open","2019","2019/01/26","PMC6347877","","10.1136/bmjopen-2018-024853"
"30651889","The Siconolfi step test: a valid and reliable assessment of cardiopulmonary fitness in older men with prostate cancer","Lemanska A, Poole K, Aning JJ, Griffin BA, Manders R, Saxton JM, Wainwright J, Faithfull S.","Eur Rev Aging Phys Act. 2019 Jan 10;16:1. doi: 10.1186/s11556-018-0207-9. eCollection 2019.","Lemanska A","Eur Rev Aging Phys Act","2019","2019/01/18","PMC6327593","","10.1186/s11556-018-0207-9"
"30636200","Artificial intelligence, bias and clinical safety","Challen R, Denny J, Pitt M, Gompels L, Edwards T, Tsaneva-Atanasova K.","BMJ Qual Saf. 2019 Mar;28(3):231-237. doi: 10.1136/bmjqs-2018-008370. Epub 2019 Jan 12.","Challen R","BMJ Qual Saf","2019","2019/01/14","PMC6560460","","10.1136/bmjqs-2018-008370"
"30634094","Is there a correlation in frontal plane knee kinematics between running and performing a single leg squat in runners with patellofemoral pain syndrome and asymptomatic runners?","Rees D, Younis A, MacRae S.","Clin Biomech (Bristol, Avon). 2019 Jan;61:227-232. doi: 10.1016/j.clinbiomech.2018.12.008. Epub 2018 Dec 14.","Rees D","Clin Biomech (Bristol, Avon)","2019","2019/01/12","","","10.1016/j.clinbiomech.2018.12.008"
"30629200","Response to Hulliard, Le Strat, Dubertre, et al","Carreira H, Williams R, Müller M, Harewood R, Stanway S, Bhaskaran K.","J Natl Cancer Inst. 2019 Mar 1;111(3):337. doi: 10.1093/jnci/djz004.","Carreira H","J Natl Cancer Inst","2019","2019/01/11","PMC6410933","","10.1093/jnci/djz004"
"30621211","Consumption of a Fermented Milk Product Containing Bifidobacterium lactis CNCM I-2494 in Women Complaining of Minor Digestive Symptoms: Rapid Response Which Is Independent of Dietary Fibre Intake or Physical Activity","Marteau P, Le Nevé B, Quinquis L, Pichon C, Whorwell PJ, Guyonnet D.","Nutrients. 2019 Jan 4;11(1):92. doi: 10.3390/nu11010092.","Marteau P","Nutrients","2019","2019/01/10","PMC6356475","","10.3390/nu11010092"
"30609018","The prevention of glucocorticoid-induced osteoporosis in patients with immune thrombocytopenia receiving steroids: a British Society for Haematology Good Practice Paper","Hill QA, Grainger JD, Thachil J, Provan D, Evans G, Garg M, Bradbury C, Bagot C, Kanis JA, Compston JE; British Society of Haematology in conjunction with the UK ITP forum.","Br J Haematol. 2019 May;185(3):410-417. doi: 10.1111/bjh.15735. Epub 2019 Jan 4.","Hill QA","Br J Haematol","2019","2019/01/05","","","10.1111/bjh.15735"
"30606459","Translational Medicine: Insights from Interdisciplinary Graduate Research Training","Lamb JA, Curtin JA.","Trends Biotechnol. 2019 Mar;37(3):227-230. doi: 10.1016/j.tibtech.2018.12.003. Epub 2018 Dec 31.","Lamb JA","Trends Biotechnol","2019","2019/01/05","","","10.1016/j.tibtech.2018.12.003"
"30528893","Electrochemotherapy - Emerging applications technical advances, new indications, combined approaches, and multi-institutional collaboration","Campana LG, Edhemovic I, Soden D, Perrone AM, Scarpa M, Campanacci L, Cemazar M, Valpione S, Miklavčič D, Mocellin S, Sieni E, Sersa G.","Eur J Surg Oncol. 2019 Feb;45(2):92-102. doi: 10.1016/j.ejso.2018.11.023. Epub 2018 Dec 1.","Campana LG","Eur J Surg Oncol","2019","2018/12/12","","","10.1016/j.ejso.2018.11.023"
"30498056","Rituximab in neurological disease: principles, evidence and practice","Whittam DH, Tallantyre EC, Jolles S, Huda S, Moots RJ, Kim HJ, Robertson NP, Cree BAC, Jacob A.","Pract Neurol. 2019 Feb;19(1):5-20. doi: 10.1136/practneurol-2018-001899. Epub 2018 Nov 29.","Whittam DH","Pract Neurol","2019","2018/12/01","","","10.1136/practneurol-2018-001899"
"30471928","Preoperative liver shrinking diet for bariatric surgery may impact wound healing: a randomized controlled trial","Chakravartty S, Vivian G, Mullholland N, Shaikh H, McGrath J, Sidhu PS, Jaffer O, Patel AG.","Surg Obes Relat Dis. 2019 Jan;15(1):117-125. doi: 10.1016/j.soard.2018.10.001. Epub 2018 Oct 12.","Chakravartty S","Surg Obes Relat Dis","2019","2018/11/26","","","10.1016/j.soard.2018.10.001"
"30430384","Evaluation of Italian radiotherapy research from 1985 to 2005: preliminary analysis","Fiorentino A, Mazzola R, Lancellotta V, Saldi S, Chierchini S, Alitto AR, Borghetti P, Gregucci F, Fiore M, Desideri I, Marino L, Greto D, Tebala GD; AIRO Giovani - Italian Association of Radiation Oncology-Young Members Working Group.","Radiol Med. 2019 Mar;124(3):234-240. doi: 10.1007/s11547-018-0960-x. Epub 2018 Nov 14.","Fiorentino A","Radiol Med","2019","2018/11/16","","","10.1007/s11547-018-0960-x"
"30390167","A Systematic Review and Meta-Analysis Comparing the Short- and Long-Term Outcomes for Laparoscopic and Open Liver Resections for Hepatocellular Carcinoma: Updated Results from the European Guidelines Meeting on Laparoscopic Liver Surgery, Southampton, UK, 2017","Ciria R, Gomez-Luque I, Ocaña S, Cipriani F, Halls M, Briceño J, Okuda Y, Troisi R, Rotellar F, Soubrane O, Abu Hilal M.","Ann Surg Oncol. 2019 Jan;26(1):252-263. doi: 10.1245/s10434-018-6926-3. Epub 2018 Nov 2.","Ciria R","Ann Surg Oncol","2019","2018/11/04","","","10.1245/s10434-018-6926-3"
"30342873","Percutaneous haemodynamic and renal support in patients presenting with decompensated heart failure: A multi-centre efficacy study using the Reitan Catheter Pump (RCP)","Keeble TR, Karamasis GV, Rothman MT, Ricksten SE, Ferrari M, Hullin R, Scherstén F, Reitan O, Kirking ST, Cleland JGF, Smith EJ.","Int J Cardiol. 2019 Jan 15;275:53-58. doi: 10.1016/j.ijcard.2018.09.085. Epub 2018 Oct 1.","Keeble TR","Int J Cardiol","2019","2018/10/22","","","10.1016/j.ijcard.2018.09.085"
"30217860","'Death is not the answer': the challenge of measuring the impact of early warning systems","Chapman SM, Wray J, Oulton K, Peters MJ.","Arch Dis Child. 2019 Mar;104(3):210-211. doi: 10.1136/archdischild-2018-315392. Epub 2018 Sep 14.","Chapman SM","Arch Dis Child","2019","2018/09/16","","","10.1136/archdischild-2018-315392"
"30099104","Safety and Acceptability of Esophageal Cytosponge Cell Collection Device in a Pooled Analysis of Data From Individual Patients","Januszewicz W, Tan WK, Lehovsky K, Debiram-Beecham I, Nuckcheddy T, Moist S, Kadri S, di Pietro M, Boussioutas A, Shaheen NJ, Katzka DA, Dellon ES, Fitzgerald RC; BEST1 and BEST2 study investigators.","Clin Gastroenterol Hepatol. 2019 Mar;17(4):647-656.e1. doi: 10.1016/j.cgh.2018.07.043. Epub 2018 Aug 9.","Januszewicz W","Clin Gastroenterol Hepatol","2019","2018/08/13","PMC6370042","NIHMS1503307","10.1016/j.cgh.2018.07.043"
"29858186","Contrast sensitivity and visual acuity under low light conditions in macular telangiectasia type 2","Müller S, Heeren TFC, Bonelli R, Fruttiger M, Charbel Issa P, Egan CA, Holz FG.","Br J Ophthalmol. 2019 Mar;103(3):398-403. doi: 10.1136/bjophthalmol-2017-311785. Epub 2018 Jun 1.","Müller S","Br J Ophthalmol","2019","2018/06/03","","","10.1136/bjophthalmol-2017-311785"
"29590416","Opportunistic screening for alcohol use problems in adolescents attending emergency departments: an evaluation of screening tools","Coulton S, Alam MF, Boniface S, Deluca P, Donoghue K, Gilvarry E, Kaner E, Lynch E, Maconochie I, McArdle P, McGovern R, Newbury-Birch D, Patton R, Phillips CJ, Phillips T, Rose H, Russell I, Strang J, Drummond C.","J Public Health (Oxf). 2019 Mar 1;41(1):e53-e60. doi: 10.1093/pubmed/fdy049.","Coulton S","J Public Health (Oxf)","2019","2018/03/29","PMC6459356","","10.1093/pubmed/fdy049"
"28786532","Blood cell count in antipsychotic-naive patients with non-affective psychosis","Garcia-Rizo C, Casanovas M, Fernandez-Egea E, Oliveira C, Meseguer A, Cabrera B, Mezquida G, Bioque M, Kirkpatrick B, Bernardo M.","Early Interv Psychiatry. 2019 Feb;13(1):95-100. doi: 10.1111/eip.12456. Epub 2017 Aug 8.","Garcia-Rizo C","Early Interv Psychiatry","2019","2017/08/09","","","10.1111/eip.12456"
"31009813","The effect of frontoparietal paired associative stimulation on decision-making and working memory","Nord CL, Popa T, Smith E, Hannah R, Doñamayor N, Weidacker K, Bays PM, Rothwell J, Voon V.","Cortex. 2019 Aug;117:266-276. doi: 10.1016/j.cortex.2019.03.015. Epub 2019 Mar 28.","Nord CL","Cortex","2019","2019/04/23","PMC6664322","","10.1016/j.cortex.2019.03.015"
"30633822","Guidelines for the peri-operative care of people with dementia: Guidelines from the Association of Anaesthetists","White S, Griffiths R, Baxter M, Beanland T, Cross J, Dhesi J, Docherty AB, Foo I, Jolly G, Jones J, Moppett IK, Plunkett E, Sachdev K.","Anaesthesia. 2019 Mar;74(3):357-372. doi: 10.1111/anae.14530. Epub 2019 Jan 11.","White S","Anaesthesia","2019","2019/01/12","","","10.1111/anae.14530"
"31840090","Redefining the research hospital","Nachev P, Herron D, McNally N, Rees G, Williams B.","NPJ Digit Med. 2019 Dec 6;2:119. doi: 10.1038/s41746-019-0201-2. eCollection 2019.","Nachev P","NPJ Digit Med","2019","2019/12/17","PMC6897858","","10.1038/s41746-019-0201-2"
"31803487","Use and impact of the prehospital 12-lead ECG in the primary PCI era (PHECG2): protocol for a mixed-method study","Gavalova L, Halter M, Snooks H, Gale CP, Weston C, Watkins A, Munro S, Davies G, Hampton C, Driscoll T, Rosser A, Rees N, Black S, Quinn T.","Open Heart. 2019 Dec 2;6(2):e001156. doi: 10.1136/openhrt-2019-001156. eCollection 2019.","Gavalova L","Open Heart","2019","2019/12/06","PMC6887506","","10.1136/openhrt-2019-001156"
"31475011","The DNA Methylation Inhibitor Zebularine Controls CD4(+) T Cell Mediated Intraocular Inflammation","Zou Y, Hu X, Schewitz-Bowers LP, Stimpson M, Miao L, Ge X, Yang L, Li Y, Bible PW, Wen X, Li JJ, Liu Y, Lee RWJ, Wei L.","Front Immunol. 2019 Aug 16;10:1950. doi: 10.3389/fimmu.2019.01950. eCollection 2019.","Zou Y","Front Immunol","2019","2019/09/03","PMC6706956","","10.3389/fimmu.2019.01950"
"31428467","Increasing Donor Endothelial Cell Pool by Culturing Cells from Discarded Pieces of Human Donor Corneas for Regenerative Treatments","Parekh M, Romano V, Ruzza A, Kaye SB, Ponzin D, Ahmad S, Ferrari S.","J Ophthalmol. 2019 Jul 21;2019:2525384. doi: 10.1155/2019/2525384. eCollection 2019.","Parekh M","J Ophthalmol","2019","2019/08/21","PMC6679880","","10.1155/2019/2525384"
"31407596","Evaluation of nationwide referral pathways, investigation and treatment of suspected cauda equina syndrome in the United Kingdom","Fountain DM, Davies SCL, Woodfield J, Kamel M, Majewska P, Edlmann E, Jamjoom AAB, Hoeritzauer I, Waqar M, Mahoney DE, Vyas D, Schramm MWJ, Solomou G, Dawkes FEC, Grant HK, Attwood JE, Boukas A, Ballard DJ, Toman E, Sanders MI, Cheserem B, Sinha S, Statham P; British Neurosurgical Trainee Research Collaborative; Neurology and Neurosurgery Interest Group.","Br J Neurosurg. 2019;0(0):1-11. doi: 10.1080/02688697.2019.1648757.","Fountain DM","Br J Neurosurg","2019","2019/08/14","","","10.1080/02688697.2019.1648757"
"31360061","The UK Paediatric Ocular Trauma Study 3 (POTS3): clinical features and initial management of injuries","Barry RJ, Sii F, Bruynseels A, Abbott J, Blanch RJ, MacEwen CJ, Shah P.","Clin Ophthalmol. 2019 Jul 8;13:1165-1172. doi: 10.2147/OPTH.S201900. eCollection 2019.","Barry RJ","Clin Ophthalmol","2019","2019/07/31","PMC6625602","","10.2147/OPTH.S201900"
"31105976","It is safe to use transdermal glyceryl trinitrate to lower blood pressure in patients with acute ischaemic stroke with carotid stenosis","Appleton JP, Woodhouse LJ, Belcher A, Bereczki D, Berge E, Caso V, Chang HM, Christensen HK, Collins R, Gommans J, Laska AC, Ntaios G, Ozturk S, Sare GM, Szatmari S, Wang Y, Wardlaw JM, Sprigg N, Bath PM.","Stroke Vasc Neurol. 2019 Mar 19;4(1):28-35. doi: 10.1136/svn-2019-000232. eCollection 2019 Mar.","Appleton JP","Stroke Vasc Neurol","2019","2019/05/21","PMC6475087","","10.1136/svn-2019-000232"
"31080612","Endoscopic treatment of chronic pancreatitis in pediatric population: Long-term efficacy and safety","Kohoutova D, Tringali A, Papparella G, Perri V, Boškoski I, Hamanaka J, Costamagna G.","United European Gastroenterol J. 2019 Mar;7(2):270-277. doi: 10.1177/2050640618817699. Epub 2018 Dec 5.","Kohoutova D","United European Gastroenterol J","2019","2019/05/14","PMC6498800","","10.1177/2050640618817699"
"30997149","Maintained physical activity and physiotherapy in the management of distal arm pain: a randomised controlled trial","Jones GT, Macfarlane GJ, Walker-Bone K, Burton K, Heine P, McCabe C, McNamee P, McConnachie A, Zhang R, Whibley D, Palmer K, Coggon D.","RMD Open. 2019 Mar 4;5(1):e000810. doi: 10.1136/rmdopen-2018-000810. eCollection 2019.","Jones GT","RMD Open","2019","2019/04/19","PMC6446181","","10.1136/rmdopen-2018-000810"
"30930084","Poikilodermatous plaque-like hemangioma: Case series of a newly defined entity","Semkova K, Carr R, Grainger M, Green R, Hafejee A, Makrygeorgou A, Melly L, Motta L, Newsham J, Owen C, Sillars J, Taibjee S, Calonje E.","J Am Acad Dermatol. 2019 Dec;81(6):1257-1270. doi: 10.1016/j.jaad.2019.03.069. Epub 2019 Mar 28.","Semkova K","J Am Acad Dermatol","2019","2019/04/02","","","10.1016/j.jaad.2019.03.069"
"30917284","Disruption of FOXF2 as a Likely Cause of Absent Uvula in an Egyptian Family","Seselgyte R, Bryant D, Demetriou C, Ishida M, Peskett E, Moreno N, Morrogh D, Sell D, Lees M, Farrall M, Moore GE, Sommerlad B, Pauws E, Stanier P.","J Dent Res. 2019 Jun;98(6):659-665. doi: 10.1177/0022034519837245. Epub 2019 Mar 27.","Seselgyte R","J Dent Res","2019","2019/03/28","PMC6535918","","10.1177/0022034519837245"
"30909078","Gender and psychiatric disorders in children with epilepsy. A meta-analysis","Lax-Pericall MT, Bird V, Taylor E.","Epilepsy Behav. 2019 May;94:144-150. doi: 10.1016/j.yebeh.2019.02.014. Epub 2019 Mar 23.","Lax-Pericall MT","Epilepsy Behav","2019","2019/03/26","","","10.1016/j.yebeh.2019.02.014"
"30888889","Epidemiology, toxicokinetics and biomarkers after self-poisoning with Gloriosa superba","Wijerathna TM, Gawarammana IB, Mohamed F, Dissanayaka DM, Dargan PI, Chathuranga U, Jayathilaka C, Buckley NA.","Clin Toxicol (Phila). 2019 Nov;57(11):1080-1086. doi: 10.1080/15563650.2019.1581939. Epub 2019 Mar 19.","Wijerathna TM","Clin Toxicol (Phila)","2019","2019/03/20","","","10.1080/15563650.2019.1581939"
